hpi_type,hpi_flavor,level,placename,place_id,year,quarter,index_nsa
traditional,all-transactions,State,Arkansas,AR,2017,4,276.39
traditional,all-transactions,State,Arkansas,AR,2018,1,279.44
traditional,all-transactions,State,Arkansas,AR,2018,2,281.6
traditional,all-transactions,State,Arkansas,AR,2018,3,284.26
traditional,all-transactions,State,Arkansas,AR,2018,4,286.76
traditional,all-transactions,State,Arkansas,AR,2019,1,288.25
traditional,all-transactions,State,Arkansas,AR,2019,2,292.68
traditional,all-transactions,State,Arkansas,AR,2019,3,295.7
traditional,all-transactions,State,Arkansas,AR,2019,4,299.36
traditional,all-transactions,State,Arkansas,AR,2020,1,301.72
traditional,all-transactions,State,Arkansas,AR,2020,2,302.85
traditional,all-transactions,State,Arkansas,AR,2020,3,307.95
traditional,all-transactions,State,Arizona,AZ,2015,1,311.61
traditional,all-transactions,State,Arizona,AZ,2015,2,318.31
traditional,all-transactions,State,Arizona,AZ,2015,3,325.58
traditional,all-transactions,State,Arizona,AZ,2015,4,329.79
traditional,all-transactions,State,Arizona,AZ,2016,1,333.84
traditional,all-transactions,State,Arizona,AZ,2016,2,340.76
traditional,all-transactions,State,Arizona,AZ,2016,3,346.33
traditional,all-transactions,State,Arizona,AZ,2016,4,351.98
traditional,all-transactions,State,Arizona,AZ,2017,1,358.05
traditional,all-transactions,State,Arizona,AZ,2017,2,367.8
traditional,all-transactions,State,Arizona,AZ,2017,3,375.64
traditional,all-transactions,State,Arizona,AZ,2017,4,379.59
traditional,all-transactions,State,Arizona,AZ,2018,1,388.6
traditional,all-transactions,State,Arizona,AZ,2018,2,396.58
traditional,all-transactions,State,Arizona,AZ,2018,3,406.24
traditional,all-transactions,State,Arizona,AZ,2018,4,410.32
traditional,all-transactions,State,Arizona,AZ,2019,1,415.91
traditional,all-transactions,State,Arizona,AZ,2019,2,424.33
traditional,all-transactions,State,Arizona,AZ,2019,3,430.54
traditional,all-transactions,State,Arizona,AZ,2019,4,437.53
traditional,all-transactions,State,Arizona,AZ,2020,1,446.51
traditional,all-transactions,State,Arizona,AZ,2020,2,454.07
traditional,all-transactions,State,Arizona,AZ,2020,3,464.71
traditional,all-transactions,State,California,CA,2015,1,506.95
traditional,all-transactions,State,California,CA,2015,2,518.79
traditional,all-transactions,State,California,CA,2015,3,532.6
traditional,all-transactions,State,California,CA,2015,4,539.89
traditional,all-transactions,State,California,CA,2016,1,546.91
traditional,all-transactions,State,California,CA,2016,2,556.49
traditional,all-transactions,State,California,CA,2016,3,568.24
traditional,all-transactions,State,California,CA,2016,4,575.68
traditional,all-transactions,State,California,CA,2017,1,583.94
traditional,all-transactions,State,California,CA,2017,2,596.44
traditional,all-transactions,State,California,CA,2017,3,608.26
traditional,all-transactions,State,California,CA,2017,4,617.7
traditional,all-transactions,State,California,CA,2018,1,629.02
traditional,all-transactions,State,California,CA,2018,2,641.52
traditional,all-transactions,State,California,CA,2018,3,649.75
traditional,all-transactions,State,California,CA,2018,4,649.92
traditional,all-transactions,State,California,CA,2019,1,653.99
traditional,all-transactions,State,California,CA,2019,2,660.64
traditional,all-transactions,State,California,CA,2019,3,667.28
traditional,all-transactions,State,California,CA,2019,4,671.57
traditional,all-transactions,State,California,CA,2020,1,676.52
traditional,all-transactions,State,California,CA,2020,2,683.21
traditional,all-transactions,State,California,CA,2020,3,690.33
traditional,all-transactions,State,Colorado,CO,2015,1,402.04
traditional,all-transactions,State,Colorado,CO,2015,2,418.84
traditional,all-transactions,State,Colorado,CO,2015,3,434.59
traditional,all-transactions,State,Colorado,CO,2015,4,440.68
traditional,all-transactions,State,Colorado,CO,2016,1,448.69
traditional,all-transactions,State,Colorado,CO,2016,2,464.53
traditional,all-transactions,State,Colorado,CO,2016,3,476.9
traditional,all-transactions,State,Colorado,CO,2016,4,484.27
traditional,all-transactions,State,Colorado,CO,2017,1,493.53
traditional,all-transactions,State,Colorado,CO,2017,2,511.21
traditional,all-transactions,State,Colorado,CO,2017,3,519.26
traditional,all-transactions,State,Colorado,CO,2017,4,527.02
traditional,all-transactions,State,Colorado,CO,2018,1,541.16
traditional,all-transactions,State,Colorado,CO,2018,2,555.63
traditional,all-transactions,State,Colorado,CO,2018,3,563.87
traditional,all-transactions,State,Colorado,CO,2018,4,565.73
traditional,all-transactions,State,Colorado,CO,2019,1,573.92
traditional,all-transactions,State,Colorado,CO,2019,2,582.91
traditional,all-transactions,State,Colorado,CO,2019,3,587.8
traditional,all-transactions,State,Colorado,CO,2019,4,593.07
traditional,all-transactions,State,Colorado,CO,2020,1,598.92
traditional,all-transactions,State,Colorado,CO,2020,2,605.48
traditional,all-transactions,State,Colorado,CO,2020,3,615.07
traditional,all-transactions,State,Connecticut,CT,2015,1,388.21
traditional,all-transactions,State,Connecticut,CT,2015,2,389.45
traditional,all-transactions,State,Connecticut,CT,2015,3,387.39
traditional,all-transactions,State,Connecticut,CT,2015,4,386.88
traditional,all-transactions,State,Connecticut,CT,2016,1,386.77
traditional,all-transactions,State,Connecticut,CT,2016,2,389.65
traditional,all-transactions,State,Connecticut,CT,2016,3,392.72
traditional,all-transactions,State,Connecticut,CT,2016,4,393.37
traditional,all-transactions,State,Connecticut,CT,2017,1,388.12
traditional,all-transactions,State,Connecticut,CT,2017,2,394.15
traditional,all-transactions,State,Connecticut,CT,2017,3,396.9
traditional,all-transactions,State,Connecticut,CT,2017,4,396.83
traditional,all-transactions,State,Connecticut,CT,2018,1,395.17
traditional,all-transactions,State,Connecticut,CT,2018,2,397.66
traditional,all-transactions,State,Connecticut,CT,2018,3,401.47
traditional,all-transactions,State,Connecticut,CT,2018,4,400.03
traditional,all-transactions,State,Connecticut,CT,2019,1,401.97
traditional,all-transactions,State,Connecticut,CT,2019,2,408.5
traditional,all-transactions,State,Connecticut,CT,2019,3,412.96
traditional,all-transactions,State,Connecticut,CT,2019,4,415.06
traditional,all-transactions,State,Connecticut,CT,2020,1,417.49
traditional,all-transactions,State,Connecticut,CT,2020,2,421.24
traditional,all-transactions,State,Connecticut,CT,2020,3,430.26
traditional,all-transactions,State,District of Columbia,DC,2015,1,713.45
traditional,all-transactions,State,District of Columbia,DC,2015,2,725.44
traditional,all-transactions,State,District of Columbia,DC,2015,3,745.27
traditional,all-transactions,State,District of Columbia,DC,2015,4,760.43
traditional,all-transactions,State,District of Columbia,DC,2016,1,766.21
traditional,all-transactions,State,District of Columbia,DC,2016,2,785.21
traditional,all-transactions,State,District of Columbia,DC,2016,3,787.11
traditional,all-transactions,State,District of Columbia,DC,2016,4,803.1
traditional,all-transactions,State,District of Columbia,DC,2017,1,807.82
traditional,all-transactions,State,District of Columbia,DC,2017,2,826.49
traditional,all-transactions,State,District of Columbia,DC,2017,3,837.1
traditional,all-transactions,State,District of Columbia,DC,2017,4,845.84
traditional,all-transactions,State,District of Columbia,DC,2018,1,860.64
traditional,all-transactions,State,District of Columbia,DC,2018,2,871.72
traditional,all-transactions,State,District of Columbia,DC,2018,3,877.75
traditional,all-transactions,State,District of Columbia,DC,2018,4,892.8
traditional,all-transactions,State,District of Columbia,DC,2019,1,895.51
traditional,all-transactions,State,District of Columbia,DC,2019,2,905.7
traditional,all-transactions,State,District of Columbia,DC,2019,3,919.25
traditional,all-transactions,State,District of Columbia,DC,2019,4,928.61
traditional,all-transactions,State,District of Columbia,DC,2020,1,932.78
traditional,all-transactions,State,District of Columbia,DC,2020,2,930.35
traditional,all-transactions,State,District of Columbia,DC,2020,3,939.77
traditional,all-transactions,State,Delaware,DE,2015,1,422.2
traditional,all-transactions,State,Delaware,DE,2015,2,421.55
traditional,all-transactions,State,Delaware,DE,2015,3,425.13
traditional,all-transactions,State,Delaware,DE,2015,4,426.96
traditional,all-transactions,State,Delaware,DE,2016,1,428.28
traditional,all-transactions,State,Delaware,DE,2016,2,431.64
traditional,all-transactions,State,Delaware,DE,2016,3,437.49
traditional,all-transactions,State,Delaware,DE,2016,4,439.98
traditional,all-transactions,State,Delaware,DE,2017,1,439.96
traditional,all-transactions,State,Delaware,DE,2017,2,440.33
traditional,all-transactions,State,Delaware,DE,2017,3,443.65
traditional,all-transactions,State,Delaware,DE,2017,4,446.42
traditional,all-transactions,State,Delaware,DE,2018,1,454.95
traditional,all-transactions,State,Delaware,DE,2018,2,458.82
traditional,all-transactions,State,Delaware,DE,2018,3,459.29
traditional,all-transactions,State,Delaware,DE,2018,4,462.82
traditional,all-transactions,State,Delaware,DE,2019,1,468.3
traditional,all-transactions,State,Delaware,DE,2019,2,475.81
traditional,all-transactions,State,Delaware,DE,2019,3,479.55
traditional,all-transactions,State,Delaware,DE,2019,4,483.11
traditional,all-transactions,State,Delaware,DE,2020,1,491.46
traditional,all-transactions,State,Delaware,DE,2020,2,493.18
traditional,all-transactions,State,Delaware,DE,2020,3,503.69
traditional,all-transactions,State,Florida,FL,2015,1,335.87
traditional,all-transactions,State,Florida,FL,2015,2,344.16
traditional,all-transactions,State,Florida,FL,2015,3,352.9
traditional,all-transactions,State,Florida,FL,2015,4,360.09
traditional,all-transactions,State,Florida,FL,2016,1,366.8
traditional,all-transactions,State,Florida,FL,2016,2,375.96
traditional,all-transactions,State,Florida,FL,2016,3,386.44
traditional,all-transactions,State,Florida,FL,2016,4,393.0
traditional,all-transactions,State,Florida,FL,2017,1,401.1
traditional,all-transactions,State,Florida,FL,2017,2,411.18
traditional,all-transactions,State,Florida,FL,2017,3,418.7
traditional,all-transactions,State,Florida,FL,2017,4,426.68
traditional,all-transactions,State,Florida,FL,2018,1,435.11
traditional,all-transactions,State,Florida,FL,2018,2,444.4
traditional,all-transactions,State,Florida,FL,2018,3,451.39
traditional,all-transactions,State,Florida,FL,2018,4,454.8
traditional,all-transactions,State,Florida,FL,2019,1,462.62
traditional,all-transactions,State,Florida,FL,2019,2,468.98
traditional,all-transactions,State,Florida,FL,2019,3,477.08
traditional,all-transactions,State,Florida,FL,2019,4,483.12
traditional,all-transactions,State,Florida,FL,2020,1,491.09
traditional,all-transactions,State,Florida,FL,2020,2,496.64
traditional,all-transactions,State,Florida,FL,2020,3,504.64
traditional,all-transactions,State,Georgia,GA,2015,1,288.15
traditional,all-transactions,State,Georgia,GA,2015,2,295.43
traditional,all-transactions,State,Georgia,GA,2015,3,299.58
traditional,all-transactions,State,Georgia,GA,2015,4,302.11
traditional,all-transactions,State,Georgia,GA,2016,1,304.82
traditional,all-transactions,State,Georgia,GA,2016,2,313.44
traditional,all-transactions,State,Georgia,GA,2016,3,318.84
traditional,all-transactions,State,Georgia,GA,2016,4,321.68
traditional,all-transactions,State,Georgia,GA,2017,1,324.5
traditional,all-transactions,State,Georgia,GA,2017,2,333.74
traditional,all-transactions,State,Georgia,GA,2017,3,338.98
traditional,all-transactions,State,Georgia,GA,2017,4,342.56
traditional,all-transactions,State,Georgia,GA,2018,1,351.16
traditional,all-transactions,State,Georgia,GA,2018,2,359.58
traditional,all-transactions,State,Georgia,GA,2018,3,365.71
traditional,all-transactions,State,Georgia,GA,2018,4,367.98
traditional,all-transactions,State,Georgia,GA,2019,1,373.57
traditional,all-transactions,State,Georgia,GA,2019,2,382.01
traditional,all-transactions,State,Georgia,GA,2019,3,386.76
traditional,all-transactions,State,Georgia,GA,2019,4,391.12
traditional,all-transactions,State,Georgia,GA,2020,1,396.77
traditional,all-transactions,State,Georgia,GA,2020,2,400.09
traditional,all-transactions,State,Georgia,GA,2020,3,408.19
traditional,all-transactions,State,Hawaii,HI,2015,1,531.62
traditional,all-transactions,State,Hawaii,HI,2015,2,536.19
traditional,all-transactions,State,Hawaii,HI,2015,3,544.3
traditional,all-transactions,State,Hawaii,HI,2015,4,550.48
traditional,all-transactions,State,Hawaii,HI,2016,1,565.26
traditional,all-transactions,State,Hawaii,HI,2016,2,568.12
traditional,all-transactions,State,Hawaii,HI,2016,3,578.86
traditional,all-transactions,State,Hawaii,HI,2016,4,585.35
traditional,all-transactions,State,Hawaii,HI,2017,1,588.08
traditional,all-transactions,State,Hawaii,HI,2017,2,596.94
traditional,all-transactions,State,Hawaii,HI,2017,3,608.41
traditional,all-transactions,State,Hawaii,HI,2017,4,610.95
traditional,all-transactions,State,Hawaii,HI,2018,1,618.9
traditional,all-transactions,State,Hawaii,HI,2018,2,622.87
traditional,all-transactions,State,Hawaii,HI,2018,3,630.8
traditional,all-transactions,State,Hawaii,HI,2018,4,632.55
traditional,all-transactions,State,Hawaii,HI,2019,1,640.84
traditional,all-transactions,State,Hawaii,HI,2019,2,644.32
traditional,all-transactions,State,Hawaii,HI,2019,3,649.68
traditional,all-transactions,State,Hawaii,HI,2019,4,656.68
traditional,all-transactions,State,Hawaii,HI,2020,1,655.69
traditional,all-transactions,State,Hawaii,HI,2020,2,661.42
traditional,all-transactions,State,Hawaii,HI,2020,3,653.74
traditional,all-transactions,State,Iowa,IA,2015,1,260.91
traditional,all-transactions,State,Iowa,IA,2015,2,264.41
traditional,all-transactions,State,Iowa,IA,2015,3,266.92
traditional,all-transactions,State,Iowa,IA,2015,4,269.0
traditional,all-transactions,State,Iowa,IA,2016,1,270.15
traditional,all-transactions,State,Iowa,IA,2016,2,273.11
traditional,all-transactions,State,Iowa,IA,2016,3,277.17
traditional,all-transactions,State,Iowa,IA,2016,4,278.42
traditional,all-transactions,State,Iowa,IA,2017,1,280.37
traditional,all-transactions,State,Iowa,IA,2017,2,284.52
traditional,all-transactions,State,Iowa,IA,2017,3,288.39
traditional,all-transactions,State,Iowa,IA,2017,4,289.51
traditional,all-transactions,State,Iowa,IA,2018,1,290.88
traditional,all-transactions,State,Iowa,IA,2018,2,296.41
traditional,all-transactions,State,Iowa,IA,2018,3,299.16
traditional,all-transactions,State,Iowa,IA,2018,4,299.62
traditional,all-transactions,State,Iowa,IA,2019,1,301.68
traditional,all-transactions,State,Iowa,IA,2019,2,305.0
traditional,all-transactions,State,Iowa,IA,2019,3,307.84
traditional,all-transactions,State,Iowa,IA,2019,4,310.06
traditional,all-transactions,State,Iowa,IA,2020,1,312.07
traditional,all-transactions,State,Iowa,IA,2020,2,313.06
traditional,all-transactions,State,Iowa,IA,2020,3,316.37
traditional,all-transactions,State,Idaho,ID,2015,1,293.01
traditional,all-transactions,State,Idaho,ID,2015,2,297.78
traditional,all-transactions,State,Idaho,ID,2015,3,304.43
traditional,all-transactions,State,Idaho,ID,2015,4,308.69
traditional,all-transactions,State,Idaho,ID,2016,1,312.52
traditional,all-transactions,State,Idaho,ID,2016,2,318.92
traditional,all-transactions,State,Idaho,ID,2016,3,329.94
traditional,all-transactions,State,Idaho,ID,2016,4,331.17
traditional,all-transactions,State,Idaho,ID,2017,1,337.35
traditional,all-transactions,State,Idaho,ID,2017,2,351.54
traditional,all-transactions,State,Idaho,ID,2017,3,358.67
traditional,all-transactions,State,Idaho,ID,2017,4,365.44
traditional,all-transactions,State,Idaho,ID,2018,1,376.01
traditional,all-transactions,State,Idaho,ID,2018,2,393.46
traditional,all-transactions,State,Idaho,ID,2018,3,404.66
traditional,all-transactions,State,Idaho,ID,2018,4,411.86
traditional,all-transactions,State,Idaho,ID,2019,1,420.12
traditional,all-transactions,State,Idaho,ID,2019,2,433.94
traditional,all-transactions,State,Idaho,ID,2019,3,445.2
traditional,all-transactions,State,Idaho,ID,2019,4,455.57
traditional,all-transactions,State,Idaho,ID,2020,1,464.64
traditional,all-transactions,State,Idaho,ID,2020,2,472.24
traditional,all-transactions,State,Idaho,ID,2020,3,488.7
traditional,all-transactions,State,Illinois,IL,2015,1,313.0
traditional,all-transactions,State,Illinois,IL,2015,2,315.87
traditional,all-transactions,State,Illinois,IL,2015,3,317.21
traditional,all-transactions,State,Illinois,IL,2015,4,318.64
traditional,all-transactions,State,Illinois,IL,2016,1,320.19
traditional,all-transactions,State,Illinois,IL,2016,2,324.4
traditional,all-transactions,State,Illinois,IL,2016,3,328.76
traditional,all-transactions,State,Illinois,IL,2016,4,330.09
traditional,all-transactions,State,Illinois,IL,2017,1,329.46
traditional,all-transactions,State,Illinois,IL,2017,2,333.61
traditional,all-transactions,State,Illinois,IL,2017,3,337.66
traditional,all-transactions,State,Illinois,IL,2017,4,338.78
traditional,all-transactions,State,Illinois,IL,2018,1,340.65
traditional,all-transactions,State,Illinois,IL,2018,2,342.74
traditional,all-transactions,State,Illinois,IL,2018,3,344.26
traditional,all-transactions,State,Illinois,IL,2018,4,344.07
traditional,all-transactions,State,Illinois,IL,2019,1,346.99
traditional,all-transactions,State,Illinois,IL,2019,2,352.05
traditional,all-transactions,State,Illinois,IL,2019,3,355.06
traditional,all-transactions,State,Illinois,IL,2019,4,357.18
traditional,all-transactions,State,Illinois,IL,2020,1,358.21
traditional,all-transactions,State,Illinois,IL,2020,2,359.47
traditional,all-transactions,State,Illinois,IL,2020,3,363.44
traditional,all-transactions,State,Indiana,IN,2015,1,253.02
traditional,all-transactions,State,Indiana,IN,2015,2,256.18
traditional,all-transactions,State,Indiana,IN,2015,3,257.15
traditional,all-transactions,State,Indiana,IN,2015,4,259.11
traditional,all-transactions,State,Indiana,IN,2016,1,259.2
traditional,all-transactions,State,Indiana,IN,2016,2,264.29
traditional,all-transactions,State,Indiana,IN,2016,3,268.23
traditional,all-transactions,State,Indiana,IN,2016,4,269.77
traditional,all-transactions,State,Indiana,IN,2017,1,270.39
traditional,all-transactions,State,Indiana,IN,2017,2,276.07
traditional,all-transactions,State,Indiana,IN,2017,3,280.75
traditional,all-transactions,State,Indiana,IN,2017,4,283.09
traditional,all-transactions,State,Indiana,IN,2018,1,287.88
traditional,all-transactions,State,Indiana,IN,2018,2,295.52
traditional,all-transactions,State,Indiana,IN,2018,3,299.11
traditional,all-transactions,State,Indiana,IN,2018,4,301.42
traditional,all-transactions,State,Indiana,IN,2019,1,305.5
traditional,all-transactions,State,Indiana,IN,2019,2,310.97
traditional,all-transactions,State,Indiana,IN,2019,3,315.8
traditional,all-transactions,State,Indiana,IN,2019,4,318.76
traditional,all-transactions,State,Indiana,IN,2020,1,322.49
traditional,all-transactions,State,Indiana,IN,2020,2,325.72
traditional,all-transactions,State,Indiana,IN,2020,3,332.92
traditional,all-transactions,State,Kansas,KS,2015,1,244.19
traditional,all-transactions,State,Kansas,KS,2015,2,247.04
traditional,all-transactions,State,Kansas,KS,2015,3,250.2
traditional,all-transactions,State,Kansas,KS,2015,4,250.72
traditional,all-transactions,State,Kansas,KS,2016,1,252.42
traditional,all-transactions,State,Kansas,KS,2016,2,257.86
traditional,all-transactions,State,Kansas,KS,2016,3,261.69
traditional,all-transactions,State,Kansas,KS,2016,4,263.43
traditional,all-transactions,State,Kansas,KS,2017,1,263.26
traditional,all-transactions,State,Kansas,KS,2017,2,270.26
traditional,all-transactions,State,Kansas,KS,2017,3,273.57
traditional,all-transactions,State,Kansas,KS,2017,4,274.3
traditional,all-transactions,State,Kansas,KS,2018,1,279.09
traditional,all-transactions,State,Kansas,KS,2018,2,284.43
traditional,all-transactions,State,Kansas,KS,2018,3,284.94
traditional,all-transactions,State,Kansas,KS,2018,4,288.59
traditional,all-transactions,State,Kansas,KS,2019,1,290.19
traditional,all-transactions,State,Kansas,KS,2019,2,295.8
traditional,all-transactions,State,Kansas,KS,2019,3,299.53
traditional,all-transactions,State,Kansas,KS,2019,4,302.12
traditional,all-transactions,State,Kansas,KS,2020,1,305.58
traditional,all-transactions,State,Kansas,KS,2020,2,308.5
traditional,all-transactions,State,Kansas,KS,2020,3,314.95
traditional,all-transactions,State,Kentucky,KY,2015,1,295.11
traditional,all-transactions,State,Kentucky,KY,2015,2,298.96
traditional,all-transactions,State,Kentucky,KY,2015,3,300.85
traditional,all-transactions,State,Kentucky,KY,2015,4,303.02
traditional,all-transactions,State,Kentucky,KY,2016,1,305.16
traditional,all-transactions,State,Kentucky,KY,2016,2,310.15
traditional,all-transactions,State,Kentucky,KY,2016,3,314.1
traditional,all-transactions,State,Kentucky,KY,2016,4,315.78
traditional,all-transactions,State,Kentucky,KY,2017,1,318.51
traditional,all-transactions,State,Kentucky,KY,2017,2,325.52
traditional,all-transactions,State,Kentucky,KY,2017,3,330.19
traditional,all-transactions,State,Kentucky,KY,2017,4,331.18
traditional,all-transactions,State,Kentucky,KY,2018,1,335.81
traditional,all-transactions,State,Kentucky,KY,2018,2,340.63
traditional,all-transactions,State,Kentucky,KY,2018,3,343.54
traditional,all-transactions,State,Kentucky,KY,2018,4,345.39
traditional,all-transactions,State,Kentucky,KY,2019,1,348.5
traditional,all-transactions,State,Kentucky,KY,2019,2,354.66
traditional,all-transactions,State,Kentucky,KY,2019,3,359.5
traditional,all-transactions,State,Kentucky,KY,2019,4,362.83
traditional,all-transactions,State,Kentucky,KY,2020,1,365.12
traditional,all-transactions,State,Kentucky,KY,2020,2,369.7
traditional,all-transactions,State,Kentucky,KY,2020,3,376.49
traditional,all-transactions,State,Louisiana,LA,2015,1,257.14
traditional,all-transactions,State,Louisiana,LA,2015,2,259.34
traditional,all-transactions,State,Louisiana,LA,2015,3,262.26
traditional,all-transactions,State,Louisiana,LA,2015,4,262.4
traditional,all-transactions,State,Louisiana,LA,2016,1,265.51
traditional,all-transactions,State,Louisiana,LA,2016,2,269.36
traditional,all-transactions,State,Louisiana,LA,2016,3,271.6
traditional,all-transactions,State,Louisiana,LA,2016,4,273.25
traditional,all-transactions,State,Louisiana,LA,2017,1,271.47
traditional,all-transactions,State,Louisiana,LA,2017,2,276.08
traditional,all-transactions,State,Louisiana,LA,2017,3,280.01
traditional,all-transactions,State,Louisiana,LA,2017,4,280.22
traditional,all-transactions,State,Louisiana,LA,2018,1,281.12
traditional,all-transactions,State,Louisiana,LA,2018,2,281.31
traditional,all-transactions,State,Louisiana,LA,2018,3,283.39
traditional,all-transactions,State,Louisiana,LA,2018,4,283.7
traditional,all-transactions,State,Louisiana,LA,2019,1,287.41
traditional,all-transactions,State,Louisiana,LA,2019,2,289.89
traditional,all-transactions,State,Louisiana,LA,2019,3,292.16
traditional,all-transactions,State,Louisiana,LA,2019,4,294.98
traditional,all-transactions,State,Louisiana,LA,2020,1,297.93
traditional,all-transactions,State,Louisiana,LA,2020,2,300.11
traditional,all-transactions,State,Louisiana,LA,2020,3,302.48
traditional,all-transactions,State,Massachusetts,MA,2015,1,657.27
traditional,all-transactions,State,Massachusetts,MA,2015,2,665.37
traditional,all-transactions,State,Massachusetts,MA,2015,3,677.03
traditional,all-transactions,State,Massachusetts,MA,2015,4,681.11
traditional,all-transactions,State,Massachusetts,MA,2016,1,688.43
traditional,all-transactions,State,Massachusetts,MA,2016,2,697.66
traditional,all-transactions,State,Massachusetts,MA,2016,3,710.04
traditional,all-transactions,State,Massachusetts,MA,2016,4,716.8
traditional,all-transactions,State,Massachusetts,MA,2017,1,722.68
traditional,all-transactions,State,Massachusetts,MA,2017,2,742.16
traditional,all-transactions,State,Massachusetts,MA,2017,3,752.61
traditional,all-transactions,State,Massachusetts,MA,2017,4,759.29
traditional,all-transactions,State,Massachusetts,MA,2018,1,768.4
traditional,all-transactions,State,Massachusetts,MA,2018,2,783.43
traditional,all-transactions,State,Massachusetts,MA,2018,3,792.79
traditional,all-transactions,State,Massachusetts,MA,2018,4,794.14
traditional,all-transactions,State,Massachusetts,MA,2019,1,803.85
traditional,all-transactions,State,Massachusetts,MA,2019,2,815.5
traditional,all-transactions,State,Massachusetts,MA,2019,3,825.22
traditional,all-transactions,State,Massachusetts,MA,2019,4,832.58
traditional,all-transactions,State,Massachusetts,MA,2020,1,840.64
traditional,all-transactions,State,Massachusetts,MA,2020,2,846.69
traditional,all-transactions,State,Massachusetts,MA,2020,3,862.41
traditional,all-transactions,State,Maryland,MD,2015,1,428.06
traditional,all-transactions,State,Maryland,MD,2015,2,431.29
traditional,all-transactions,State,Maryland,MD,2015,3,431.59
traditional,all-transactions,State,Maryland,MD,2015,4,433.0
traditional,all-transactions,State,Maryland,MD,2016,1,436.65
traditional,all-transactions,State,Maryland,MD,2016,2,441.71
traditional,all-transactions,State,Maryland,MD,2016,3,447.02
traditional,all-transactions,State,Maryland,MD,2016,4,448.71
traditional,all-transactions,State,Maryland,MD,2017,1,447.27
traditional,all-transactions,State,Maryland,MD,2017,2,456.26
traditional,all-transactions,State,Maryland,MD,2017,3,459.81
traditional,all-transactions,State,Maryland,MD,2017,4,463.09
traditional,all-transactions,State,Maryland,MD,2018,1,465.93
traditional,all-transactions,State,Maryland,MD,2018,2,470.86
traditional,all-transactions,State,Maryland,MD,2018,3,472.19
