,Place Name,Place ID,Year,Quarter,HPI,YoY change,% YoY change,year dec. quarter,total_covid_cases,population,new_cases,total_covid_per_capita_1000,new_cases_per_capita_1000
354,"Cumberland, MD-WV",19060,2020,4,174.59,3.75,2.1950362912666823,2020.75,7499,97284,6851.0,77.08359031289831,70.42267998848732
355,"Dallas-Plano-Irving, TX (MSAD)",19124,2020,1,278.79,11.189999999999998,4.181614349775783,2020.0,1025,5081942,1025.0,0.2016945490523111,0.2016945490523111
356,"Dallas-Plano-Irving, TX (MSAD)",19124,2020,2,279.98,7.800000000000011,2.8657506062164786,2020.25,29338,5081942,28313.0,5.7729899318016615,5.5712953827493505
357,"Dallas-Plano-Irving, TX (MSAD)",19124,2020,3,284.33,9.240000000000007,3.358900723399618,2020.5,123617,5081942,94279.0,24.324756166048335,18.55176623424667
358,"Dallas-Plano-Irving, TX (MSAD)",19124,2020,4,290.22,13.33000000000004,4.814186138899939,2020.75,313306,5081942,189689.0,61.65084135159354,37.32608518554521
359,"Dalton, GA",19140,2020,1,200.12,14.379999999999995,7.742004953160329,2020.0,15,144724,15.0,0.10364555982421714,0.10364555982421714
360,"Dalton, GA",19140,2020,2,203.17,15.299999999999985,8.143929312822687,2020.25,1315,144724,1300.0,9.086260744589703,8.982615184765486
361,"Dalton, GA",19140,2020,3,208.37,17.560000000000002,9.202871966878048,2020.5,5465,144724,4150.0,37.76153229595644,28.67527155136674
362,"Dalton, GA",19140,2020,4,211.35,14.109999999999983,7.153721354694781,2020.75,14814,144724,9349.0,102.36035488239685,64.5988225864404
363,"Danville, IL",19180,2020,2,175.11,0.960000000000008,0.5512489233419512,2020.25,65,75758,65.0,0.8579951952269068,0.8579951952269068
364,"Danville, IL",19180,2020,3,182.54,4.650000000000006,2.613974928326497,2020.5,830,75758,765.0,10.95593864674358,10.097943451516672
365,"Danville, IL",19180,2020,4,182.23,5.189999999999998,2.931540894713058,2020.75,6429,75758,5599.0,84.86232477098129,73.90638612423771
366,"Daphne-Fairhope-Foley, AL",19300,2020,1,240.38,14.72999999999999,6.527808553068907,2020.0,19,223234,19.0,0.08511248286551332,0.08511248286551332
367,"Daphne-Fairhope-Foley, AL",19300,2020,2,245.81,14.099999999999994,6.085192697768759,2020.25,680,223234,661.0,3.046130965713108,2.961018482847595
368,"Daphne-Fairhope-Foley, AL",19300,2020,3,249.31,13.72,5.823676726516405,2020.5,5640,223234,4960.0,25.264968597973425,22.218837632260318
369,"Daphne-Fairhope-Foley, AL",19300,2020,4,252.7,13.689999999999998,5.727793816158319,2020.75,13601,223234,7961.0,60.92709891862351,35.66213032065008
370,"Davenport-Moline-Rock Island, IA-IL",19340,2020,1,202.05,7.140000000000015,3.6632291826997143,2020.0,31,363735,31.0,0.08522688220820102,0.08522688220820102
371,"Davenport-Moline-Rock Island, IA-IL",19340,2020,2,203.49,6.350000000000023,3.2210611747996465,2020.25,1690,379172,1659.0,4.457080164147142,4.3753230723787615
372,"Davenport-Moline-Rock Island, IA-IL",19340,2020,3,205.3,4.3700000000000045,2.174886776489327,2020.5,7105,379172,5415.0,18.738197968204403,14.28111780405726
373,"Davenport-Moline-Rock Island, IA-IL",19340,2020,4,207.3,7.450000000000017,3.7277958468851726,2020.75,29885,379172,22780.0,78.81647379025877,60.078275822054366
374,"Dayton-Kettering, OH",19430,2020,1,158.21,8.52000000000001,5.691762976818766,2020.0,95,807611,95.0,0.11763088912855323,0.11763088912855323
375,"Dayton-Kettering, OH",19430,2020,2,161.35,7.349999999999994,4.772727272727269,2020.25,2349,807611,2254.0,2.908578511189174,2.790947622060621
376,"Dayton-Kettering, OH",19430,2020,3,165.9,9.51000000000002,6.080951467485146,2020.5,11092,807611,8743.0,13.734334970672762,10.825756459483587
377,"Dayton-Kettering, OH",19430,2020,4,169.29,11.519999999999982,7.301768397033645,2020.75,52880,807611,41788.0,65.47706754860941,51.74273257793666
378,"Decatur, AL",19460,2020,1,186.49,11.76000000000002,6.730384021061077,2020.0,23,152603,23.0,0.15071787579536444,0.15071787579536444
379,"Decatur, AL",19460,2020,2,186.61,10.700000000000015,6.082655903587071,2020.25,1069,152603,1046.0,7.005104748923677,6.854386873128313
380,"Decatur, AL",19460,2020,3,192.66,11.889999999999986,6.577418819494377,2020.5,3985,152603,2916.0,26.11351021932727,19.108405470403596
381,"Decatur, AL",19460,2020,4,196.43,12.76000000000002,6.947242336799706,2020.75,12671,152603,8686.0,83.03244366100273,56.918933441675456
382,"Decatur, IL",19500,2020,1,157.72,5.219999999999999,3.4229508196721303,2020.0,2,104009,2.0,0.019229105173590746,0.019229105173590746
383,"Decatur, IL",19500,2020,2,158.42,3.319999999999993,2.140554480980009,2020.25,232,104009,230.0,2.2305762001365266,2.2113470949629357
384,"Decatur, IL",19500,2020,3,162.16,6.189999999999998,3.968711931781752,2020.5,1636,104009,1404.0,15.729408031997231,13.498831831860704
385,"Decatur, IL",19500,2020,4,164.12,4.759999999999991,2.9869477911646527,2020.75,7959,104009,6323.0,76.52222403830437,60.79281600630715
386,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2020,1,275.38,16.149999999999977,6.229988813023175,2020.0,98,668365,98.0,0.14662646907004406,0.14662646907004406
387,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2020,2,279.98,15.759999999999993,5.964726364393305,2020.25,2415,668365,2317.0,3.6132951306546572,3.466668661584613
388,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2020,3,284.56,17.360000000000014,6.4970059880239575,2020.5,12696,668365,10281.0,18.9956086868702,15.382313556215541
389,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2020,4,292.21,20.34999999999997,7.485470462738161,2020.75,26015,668365,13319.0,38.9233427842571,19.927734097386907
390,"Denver-Aurora-Lakewood, CO",19740,2020,1,353.25,12.95999999999998,3.808516265538211,2020.0,1554,2960996,1554.0,0.5248234040167565,0.5248234040167565
391,"Denver-Aurora-Lakewood, CO",19740,2020,2,356.84,11.659999999999968,3.3779477374123554,2020.25,20519,2967239,18965.0,6.915182767549227,6.391463579442034
392,"Denver-Aurora-Lakewood, CO",19740,2020,3,363.23,16.02000000000004,4.613922410068846,2020.5,42018,2967239,21499.0,14.160638896967855,7.245456129418628
393,"Denver-Aurora-Lakewood, CO",19740,2020,4,369.44,19.49000000000001,5.569367052436065,2020.75,176638,2967239,134620.0,59.52941438151763,45.36877548454978
394,"Des Moines-West Des Moines, IA",19780,2020,1,204.94,5.210000000000008,2.608521504030445,2020.0,111,682954,111.0,0.16252924794349255,0.16252924794349255
395,"Des Moines-West Des Moines, IA",19780,2020,2,205.78,4.009999999999991,1.9874114090300796,2020.25,7885,699292,7774.0,11.275690269586953,11.116958294961188
396,"Des Moines-West Des Moines, IA",19780,2020,3,207.67,4.739999999999981,2.3357808111171243,2020.5,21435,699292,13550.0,30.652431316245572,19.37674104665862
397,"Des Moines-West Des Moines, IA",19780,2020,4,210.56,6.430000000000007,3.1499534610297397,2020.75,58042,699292,36607.0,83.00109253359112,52.348661217345544
398,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2020,1,187.26,8.560000000000002,4.790151091214328,2020.0,3735,1749343,3735.0,2.135087287055769,2.135087287055769
399,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2020,2,190.21,7.77000000000001,4.258934444200839,2020.25,22791,1749343,19056.0,13.02831977490978,10.89323248785401
400,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2020,3,194.57,9.449999999999989,5.104796888504747,2020.5,35481,1749343,12690.0,20.282471762255884,7.2541519873461064
401,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2020,4,198.69,12.47,6.696380625067125,2020.75,84967,1749343,49486.0,48.57080629699264,28.288334534736755
402,"Dothan, AL",20020,2020,1,177.21,6.680000000000007,3.917199319767787,2020.0,8,105882,8.0,0.07555580740824691,0.07555580740824691
403,"Dothan, AL",20020,2020,2,182.08,10.640000000000017,6.206252916472244,2020.25,632,149358,624.0,4.231443913282181,4.177881332101394
404,"Dothan, AL",20020,2020,3,180.71,6.670000000000016,3.8324523098138457,2020.5,4118,149358,3486.0,27.57133866281016,23.33989474952798
405,"Dothan, AL",20020,2020,4,184.7,7.319999999999993,4.126733566354715,2020.75,10203,149358,6085.0,68.31237697344635,40.74103831063619
406,"Dover, DE",20100,2020,1,199.82,12.049999999999985,6.417425573840327,2020.0,34,180786,34.0,0.18806766010642417,0.18806766010642417
407,"Dover, DE",20100,2020,2,203.22,7.620000000000003,3.895705521472395,2020.25,1690,180786,1656.0,9.348068987642849,9.160001327536424
408,"Dover, DE",20100,2020,3,209.81,10.599999999999994,5.321018021183672,2020.5,2963,180786,1273.0,16.389543438098084,7.041474450455234
409,"Dover, DE",20100,2020,4,209.9,12.01000000000002,6.069028248016585,2020.75,9173,180786,6210.0,50.739548416359675,34.35000497826159
410,"Dubuque, IA",20220,2020,1,205.83,7.390000000000015,3.724047571054231,2020.0,21,97311,21.0,0.21580294108579706,0.21580294108579706
411,"Dubuque, IA",20220,2020,2,207.12,4.360000000000014,2.1503255079897485,2020.25,523,97311,502.0,5.374520866089137,5.158717925003339
412,"Dubuque, IA",20220,2020,3,210.96,8.099999999999994,3.992901508429456,2020.5,3474,97311,2951.0,35.699972253907575,30.325451387818436
413,"Dubuque, IA",20220,2020,4,211.06,5.52000000000001,2.6856086406538924,2020.75,10615,97311,7141.0,109.08324855360647,73.38327629969889
414,"Duluth, MN-WI",20260,2020,1,273.4,14.870000000000005,5.751750280431674,2020.0,19,278091,19.0,0.0683229590313962,0.0683229590313962
415,"Duluth, MN-WI",20260,2020,2,275.65,11.329999999999984,4.286470944309921,2020.25,274,288732,255.0,0.9489769059196763,0.8831719379909396
416,"Duluth, MN-WI",20260,2020,3,281.91,12.840000000000032,4.771992418329814,2020.5,2601,288732,2327.0,9.008353767507584,8.059376861587907
417,"Duluth, MN-WI",20260,2020,4,285.6,14.54000000000002,5.364126023758585,2020.75,19195,288732,16594.0,66.4803347048474,57.47198093733981
418,"Durham-Chapel Hill, NC",20500,2020,1,237.36,10.120000000000005,4.45344129554656,2020.0,185,644367,185.0,0.2871034674339313,0.2871034674339313
419,"Durham-Chapel Hill, NC",20500,2020,2,238.08,9.28,4.055944055944057,2020.25,6330,644367,6145.0,9.823594318144785,9.536490850710853
420,"Durham-Chapel Hill, NC",20500,2020,3,241.33,10.590000000000003,4.5895813469706175,2020.5,14427,644367,8097.0,22.389414727942306,12.565820409797523
421,"Durham-Chapel Hill, NC",20500,2020,4,244.98,13.009999999999993,5.608483855670988,2020.75,28340,644367,13913.0,43.98114738960872,21.591732661666413
422,"East Stroudsburg, PA",20700,2020,1,170.39,8.689999999999998,5.374149659863944,2020.0,236,170271,236.0,1.3860258059211494,1.3860258059211494
423,"East Stroudsburg, PA",20700,2020,2,174.47,9.639999999999986,5.848449918097425,2020.25,1421,170271,1185.0,8.345519789042175,6.959493983121026
424,"East Stroudsburg, PA",20700,2020,3,180.46,12.25,7.282563462338743,2020.5,1804,170271,383.0,10.594875228312514,2.2493554392703397
425,"East Stroudsburg, PA",20700,2020,4,185.86,18.30000000000001,10.921460969205068,2020.75,6103,170271,4299.0,35.842862260749044,25.24798703243653
426,"Eau Claire, WI",20740,2020,1,248.23,12.5,5.30267679124422,2020.0,19,169304,19.0,0.11222416481595236,0.11222416481595236
427,"Eau Claire, WI",20740,2020,2,249.97,8.930000000000007,3.7047792897444434,2020.25,313,169304,294.0,1.8487454519680575,1.736521287152105
428,"Eau Claire, WI",20740,2020,3,257.49,12.879999999999995,5.2655247128081415,2020.5,2634,169304,2321.0,15.557813164485186,13.709067712517129
429,"Eau Claire, WI",20740,2020,4,262.31,17.97999999999999,7.358899848565461,2020.75,15478,169304,12844.0,91.421348580069,75.8635354155838
430,"El Centro, CA",20940,2020,1,223.57,11.009999999999993,5.179713963116292,2020.0,38,181215,38.0,0.20969566536986453,0.20969566536986453
431,"El Centro, CA",20940,2020,2,223.15,8.920000000000016,4.163749241469456,2020.25,6242,181215,6204.0,34.445272190491956,34.23557652512209
432,"El Centro, CA",20940,2020,3,229.16,11.47,5.268960448343975,2020.5,11908,181215,5666.0,65.71199955853544,31.266727368043483
433,"El Centro, CA",20940,2020,4,234.16,14.069999999999991,6.392839293016491,2020.75,22267,181215,10359.0,122.87614159975719,57.16414204122175
434,"Elgin, IL (MSAD)",20994,2020,1,161.09,4.860000000000014,3.1107981821673265,2020.0,156,766290,156.0,0.203578279763536,0.203578279763536
435,"Elgin, IL (MSAD)",20994,2020,2,161.64,3.3899999999999864,2.1421800947867213,2020.25,9332,766290,9176.0,12.178157094572551,11.974578814809016
436,"Elgin, IL (MSAD)",20994,2020,3,163.73,3.9399999999999977,2.4657362788660104,2020.5,17139,766290,7807.0,22.366206005559253,10.188048910986703
437,"Elgin, IL (MSAD)",20994,2020,4,166.27,5.400000000000006,3.356747684465721,2020.75,57050,766290,39911.0,74.4496209007034,52.08341489514414
438,"Elizabethtown-Fort Knox, KY",21060,2020,1,206.04,7.199999999999989,3.6210018105009,2020.0,8,125356,8.0,0.06381824563642746,0.06381824563642746
439,"Elizabethtown-Fort Knox, KY",21060,2020,2,209.39,5.609999999999985,2.7529688880164813,2020.25,204,153928,196.0,1.325294943090276,1.2733225923808533
440,"Elizabethtown-Fort Knox, KY",21060,2020,3,212.66,10.359999999999983,5.1211072664359785,2020.5,1764,153928,1560.0,11.45990333142768,10.134608388337405
441,"Elizabethtown-Fort Knox, KY",21060,2020,4,219.98,14.22,6.910964230171072,2020.75,7898,153928,6134.0,51.30970323787745,39.84979990644977
442,"Elkhart-Goshen, IN",21140,2020,1,193.15,9.47,5.155705574912891,2020.0,20,206341,20.0,0.09692693163258877,0.09692693163258877
443,"Elkhart-Goshen, IN",21140,2020,2,194.98,7.780000000000001,4.155982905982907,2020.25,3101,206341,3081.0,15.02852074963289,14.9315938180003
444,"Elkhart-Goshen, IN",21140,2020,3,201.16,10.810000000000002,5.679012345679014,2020.5,6849,206341,3748.0,33.192627737580025,18.164106987947136
445,"Elkhart-Goshen, IN",21140,2020,4,206.64,16.5,8.677816345850427,2020.75,22743,206341,15894.0,110.22046030599832,77.02783256841829
446,"Elmira, NY",21300,2020,1,190.93,14.379999999999995,8.14500141602945,2020.0,20,83456,20.0,0.23964723926380369,0.23964723926380369
447,"Elmira, NY",21300,2020,2,185.4,7.030000000000001,3.941245725178001,2020.25,141,83456,121.0,1.689513036809816,1.4498657975460123
448,"Elmira, NY",21300,2020,3,187.88,8.960000000000008,5.00782472613459,2020.5,510,83456,369.0,6.111004601226994,4.4214915644171775
449,"Elmira, NY",21300,2020,4,188.28,1.509999999999991,0.8084810194356646,2020.75,4531,83456,4021.0,54.29208205521472,48.181077453987726
450,"El Paso, TX",21340,2020,1,188.53,8.439999999999998,4.686545616080847,2020.0,50,839238,50.0,0.05957785514955233,0.05957785514955233
451,"El Paso, TX",21340,2020,2,188.76,6.439999999999998,3.5322509872751198,2020.25,5943,844124,5893.0,7.040434817633428,6.981201813951505
452,"El Paso, TX",21340,2020,3,194.11,9.880000000000024,5.362861640340891,2020.5,24498,844124,18555.0,29.02180248399524,21.981367666361812
453,"El Paso, TX",21340,2020,4,196.15,10.539999999999992,5.678573352728836,2020.75,98985,844124,74487.0,117.26357738910397,88.24177490510873
454,"Enid, OK",21420,2020,1,215.09,12.090000000000003,5.955665024630544,2020.0,2,61056,2.0,0.03275681341719078,0.03275681341719078
455,"Enid, OK",21420,2020,2,221.76,11.849999999999994,5.645276547091608,2020.25,67,61056,65.0,1.097353249475891,1.0645964360587004
456,"Enid, OK",21420,2020,3,219.14,8.299999999999983,3.936634414722056,2020.5,1739,61056,1672.0,28.48204926624738,27.38469601677149
457,"Enid, OK",21420,2020,4,223.04,13.349999999999994,6.366541084458007,2020.75,5394,61056,3655.0,88.34512578616352,59.86307651991614
458,"Erie, PA",21500,2020,1,171.03,4.360000000000014,2.6159476810463875,2020.0,14,269728,14.0,0.05190414046743386,0.05190414046743386
459,"Erie, PA",21500,2020,2,176.49,8.110000000000014,4.816486518588914,2020.25,607,269728,593.0,2.2504152331237393,2.1985110926563056
460,"Erie, PA",21500,2020,3,180.94,11.879999999999995,7.027090973618831,2020.5,1567,269728,960.0,5.809556293747775,3.559141060624036
461,"Erie, PA",21500,2020,4,183.19,11.150000000000006,6.481050918391075,2020.75,11663,269728,10096.0,43.23985644797722,37.43030015422944
462,"Eugene-Springfield, OR",21660,2020,1,277.3,18.53000000000003,7.160799165281922,2020.0,16,382067,16.0,0.04187747175233663,0.04187747175233663
463,"Eugene-Springfield, OR",21660,2020,2,281.72,16.99000000000001,6.417859706115668,2020.25,151,382067,135.0,0.39521863966267695,0.3533411679103403
464,"Eugene-Springfield, OR",21660,2020,3,286.54,17.900000000000034,6.663192376414545,2020.5,1293,382067,1142.0,3.384223185985704,2.9890045463230273
465,"Eugene-Springfield, OR",21660,2020,4,293.69,21.46999999999997,7.887003159209452,2020.75,6929,382067,5636.0,18.135562610746284,14.751339424760578
466,"Evansville, IN-KY",21780,2020,1,196.75,7.789999999999992,4.1225656223539335,2020.0,35,315086,35.0,0.11108078429381184,0.11108078429381184
467,"Evansville, IN-KY",21780,2020,2,199.85,8.530000000000001,4.458498850094084,2020.25,811,315086,776.0,2.573900458922326,2.462819674628514
468,"Evansville, IN-KY",21780,2020,3,201.55,5.810000000000002,2.9682231531623597,2020.5,6512,315086,5701.0,20.66737335203722,18.093472893114896
469,"Evansville, IN-KY",21780,2020,4,206.3,11.860000000000014,6.099567990125496,2020.75,25665,315086,19153.0,81.45395225430516,60.78657890226795
470,"Fairbanks, AK",21820,2020,1,202.85,6.22999999999999,3.168548469128262,2020.0,35,96849,35.0,0.36138731427273385,0.36138731427273385
471,"Fairbanks, AK",21820,2020,2,208.1,13.769999999999982,7.085884835074348,2020.25,155,96849,120.0,1.6004295346363926,1.2390422203636589
472,"Fairbanks, AK",21820,2020,3,212.41,7.1200000000000045,3.468264406449415,2020.5,1191,96849,1036.0,12.297494037109313,10.697064502472921
473,"Fairbanks, AK",21820,2020,4,212.36,11.300000000000011,5.620212871779573,2020.75,4900,96849,3709.0,50.594223998182734,38.296729961073424
474,"Fargo, ND-MN",22020,2020,1,255.84,8.580000000000013,3.4700315457413304,2020.0,37,246145,37.0,0.1503179020496049,0.1503179020496049
475,"Fargo, ND-MN",22020,2020,2,253.62,2.8499999999999943,1.1364995812896257,2020.25,2808,246145,2771.0,11.40790997176461,11.257592069715004
476,"Fargo, ND-MN",22020,2020,3,258.23,6.750000000000028,2.684110068395112,2020.5,6791,246145,3983.0,27.58942899510451,16.181519023339902
477,"Fargo, ND-MN",22020,2020,4,260.05,7.130000000000024,2.819073224735104,2020.75,26029,246145,19238.0,105.74661276889638,78.15718377379187
478,"Farmington, NM",22140,2020,1,209.96,10.22,5.116651647141283,2020.0,32,123958,32.0,0.25815195469433194,0.25815195469433194
479,"Farmington, NM",22140,2020,2,212.18,11.490000000000007,5.725247894763072,2020.25,2422,123958,2390.0,19.538876070927248,19.280724116232918
480,"Farmington, NM",22140,2020,3,214.75,15.409999999999997,7.73051068526136,2020.5,3359,123958,937.0,27.097887994320658,7.559011923393408
481,"Farmington, NM",22140,2020,4,218.46,11.03,5.317456491346479,2020.75,10155,123958,6796.0,81.9229093725294,54.825021378208746
482,"Fayetteville, NC",22180,2020,1,170.44,16.669999999999987,10.840866228783238,2020.0,40,526719,40.0,0.07594182097095414,0.07594182097095414
483,"Fayetteville, NC",22180,2020,2,166.34,5.8700000000000045,3.658004611453857,2020.25,2181,526719,2141.0,4.140727788441275,4.06478596747032
484,"Fayetteville, NC",22180,2020,3,173.39,12.299999999999985,7.635483270221605,2020.5,9114,526719,6933.0,17.303343908231902,13.162616119790627
485,"Fayetteville, NC",22180,2020,4,175.97,12.870000000000005,7.890864500306563,2020.75,22616,526719,13502.0,42.93750557697747,25.63416166874557
486,"Fayetteville-Springdale-Rogers, AR",22220,2020,1,213.53,9.22999999999999,4.517865883504644,2020.0,60,518328,60.0,0.11575681807658472,0.11575681807658472
487,"Fayetteville-Springdale-Rogers, AR",22220,2020,2,216.48,8.819999999999993,4.247327362034091,2020.25,6493,534904,6433.0,12.138626744238218,12.02645708388795
488,"Fayetteville-Springdale-Rogers, AR",22220,2020,3,220.2,10.389999999999986,4.952099518612071,2020.5,16709,534904,10216.0,31.237380913210593,19.098754168972377
489,"Fayetteville-Springdale-Rogers, AR",22220,2020,4,225.76,14.069999999999991,6.646511408191221,2020.75,40203,534904,23494.0,75.15928091769739,43.92190000448679
490,"Flagstaff, AZ",22380,2020,1,282.11,17.94999999999999,6.795124167171407,2020.0,81,143476,81.0,0.5645543505534026,0.5645543505534026
491,"Flagstaff, AZ",22380,2020,2,287.27,14.289999999999964,5.234815737416647,2020.25,1885,143476,1804.0,13.138085812261284,12.573531461707882
492,"Flagstaff, AZ",22380,2020,3,290.74,14.370000000000005,5.1995513261207815,2020.5,4166,143476,2281.0,29.03621511611698,15.898129303855697
493,"Flagstaff, AZ",22380,2020,4,301.58,22.129999999999995,7.919126856324922,2020.75,11126,143476,6960.0,77.54607042292788,48.5098553068109
494,"Flint, MI",22420,2020,1,173.98,9.289999999999992,5.6409010868905165,2020.0,185,405813,185.0,0.4558749966117399,0.4558749966117399
495,"Flint, MI",22420,2020,2,175.52,6.3700000000000045,3.7658882648536816,2020.25,2734,405813,2549.0,6.737093193170254,6.281218196558513
496,"Flint, MI",22420,2020,3,180.57,9.379999999999995,5.479292014720484,2020.5,4727,405813,1993.0,11.648222210722674,4.91112901755242
497,"Flint, MI",22420,2020,4,185.85,13.0,7.520971940989297,2020.75,21619,405813,16892.0,53.273305685130836,41.625083474408164
498,"Florence, SC",22500,2020,1,183.28,12.039999999999992,7.031067507591679,2020.0,30,204911,30.0,0.14640502462044497,0.14640502462044497
499,"Florence, SC",22500,2020,2,187.68,14.629999999999995,8.454203987286908,2020.25,1644,204911,1614.0,8.022995349200384,7.876590324579939
500,"Florence, SC",22500,2020,3,185.94,3.1699999999999875,1.7344203096788242,2020.5,7035,204911,5391.0,34.33197827349434,26.30898292429396
501,"Florence, SC",22500,2020,4,190.89,11.129999999999995,6.191588785046727,2020.75,15040,204911,8005.0,73.39771900971641,39.06574073622207
502,"Florence-Muscle Shoals, AL",22520,2020,1,182.84,6.420000000000016,3.639043192381825,2020.0,16,147970,16.0,0.10813002635669393,0.10813002635669393
503,"Florence-Muscle Shoals, AL",22520,2020,2,184.54,7.97999999999999,4.519710013593107,2020.25,784,147970,768.0,5.298371291478002,5.190241265121308
504,"Florence-Muscle Shoals, AL",22520,2020,3,187.79,8.009999999999991,4.4554455445544505,2020.5,3443,147970,2659.0,23.268230046631075,17.969858755153073
505,"Florence-Muscle Shoals, AL",22520,2020,4,191.55,14.100000000000025,7.9459002535925745,2020.75,11138,147970,7695.0,75.27201459755356,52.00378455092248
506,"Fond du Lac, WI",22540,2020,1,185.6,7.909999999999997,4.451572964151048,2020.0,22,103403,22.0,0.21275978453236366,0.21275978453236366
507,"Fond du Lac, WI",22540,2020,2,187.93,3.9000000000000057,2.119219692441453,2020.25,311,103403,289.0,3.007649681343868,2.794889896811504
508,"Fond du Lac, WI",22540,2020,3,191.05,6.689999999999998,3.6287697982208704,2020.5,2276,103403,1965.0,22.010966799802713,19.003317118458845
509,"Fond du Lac, WI",22540,2020,4,194.79,9.349999999999994,5.04206212251941,2020.75,11228,103403,8952.0,108.58485730588087,86.57389050607816
510,"Fort Collins, CO",22660,2020,1,312.76,12.110000000000014,4.027939464493602,2020.0,99,356899,99.0,0.2773894014833328,0.2773894014833328
511,"Fort Collins, CO",22660,2020,2,316.54,9.939999999999998,3.24200913242009,2020.25,736,356899,637.0,2.06220807567407,1.7848186741907375
512,"Fort Collins, CO",22660,2020,3,318.18,9.139999999999986,2.957545948744494,2020.5,2636,356899,1900.0,7.385843053637023,5.3236349779629535
513,"Fort Collins, CO",22660,2020,4,322.56,12.980000000000018,4.19277731119582,2020.75,15099,356899,12463.0,42.3060865959277,34.92024354229068
514,"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",22744,2020,1,321.16,17.670000000000016,5.822267620020434,2020.0,1219,1952778,1219.0,0.6242389047807789,0.6242389047807789
515,"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",22744,2020,2,325.21,15.259999999999993,4.923374737860942,2020.25,15624,1952778,14405.0,8.000909473580714,7.376670568799935
516,"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",22744,2020,3,327.95,14.849999999999966,4.742893644203119,2020.5,77220,1952778,61596.0,39.543665485784864,31.54275601220415
517,"Fort Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",22744,2020,4,336.53,19.989999999999952,6.315157642004154,2020.75,137610,1952778,60390.0,70.46883977594996,30.92517429016509
518,"Fort Smith, AR-OK",22900,2020,1,188.01,5.759999999999991,3.160493827160489,2020.0,13,232653,13.0,0.05587720768698448,0.05587720768698448
519,"Fort Smith, AR-OK",22900,2020,2,186.46,2.0999999999999943,1.1390757214146203,2020.25,688,250368,675.0,2.747955010224949,2.6960314417177913
520,"Fort Smith, AR-OK",22900,2020,3,191.3,4.6200000000000045,2.4748232269123656,2020.5,6496,250368,5808.0,25.945807770961146,23.197852760736197
521,"Fort Smith, AR-OK",22900,2020,4,196.43,9.29000000000002,4.964197926685915,2020.75,17532,250368,11036.0,70.02492331288343,44.07911554192229
522,"Fort Wayne, IN",23060,2020,1,182.38,11.539999999999992,6.754858346991332,2020.0,39,413263,39.0,0.094370896983277,0.094370896983277
523,"Fort Wayne, IN",23060,2020,2,185.13,10.180000000000009,5.818805372963708,2020.25,2747,413263,2708.0,6.6470988208477415,6.552727923864464
524,"Fort Wayne, IN",23060,2020,3,190.94,12.859999999999983,7.221473495058392,2020.5,6735,413263,3988.0,16.297127979035142,9.650029158187401
525,"Fort Wayne, IN",23060,2020,4,193.4,13.569999999999991,7.546015681476946,2020.75,30533,413263,23798.0,73.88273327154863,57.585605292513485
526,"Fort Worth-Arlington-Grapevine, TX (MSAD)",23104,2020,1,262.45,13.159999999999997,5.278992338240602,2020.0,188,2491194,188.0,0.07546582080721133,0.07546582080721133
527,"Fort Worth-Arlington-Grapevine, TX (MSAD)",23104,2020,2,264.38,9.5,3.727244193345888,2020.25,13170,2491194,12982.0,5.286621595909431,5.21115577510222
528,"Fort Worth-Arlington-Grapevine, TX (MSAD)",23104,2020,3,267.62,10.03000000000003,3.893784696610905,2020.5,56326,2491194,43156.0,22.61004161056907,17.323420014659636
529,"Fort Worth-Arlington-Grapevine, TX (MSAD)",23104,2020,4,274.01,13.379999999999995,5.133714461113454,2020.75,174125,2491194,117799.0,69.89620238327485,47.28616077270578
530,"Frederick-Gaithersburg-Rockville, MD (MSAD)",23224,2020,1,253.4,7.810000000000002,3.1800969094832863,2020.0,421,1310235,421.0,0.3213164050723725,0.3213164050723725
531,"Frederick-Gaithersburg-Rockville, MD (MSAD)",23224,2020,2,254.87,5.800000000000011,2.328662624964874,2020.25,17273,1310235,16852.0,13.183131270344633,12.861814865272262
532,"Frederick-Gaithersburg-Rockville, MD (MSAD)",23224,2020,3,257.56,6.920000000000016,2.760932014044054,2020.5,26720,1310235,9447.0,20.393288226921126,7.210156956576492
533,"Frederick-Gaithersburg-Rockville, MD (MSAD)",23224,2020,4,261.73,11.080000000000013,4.42050668262518,2020.75,57552,1310235,30832.0,43.92494476181754,23.531656534896413
534,"Fresno, CA",23420,2020,1,250.78,11.75,4.91570095803874,2020.0,68,999101,68.0,0.0680611870071194,0.0680611870071194
535,"Fresno, CA",23420,2020,2,253.57,10.789999999999992,4.444352912101487,2020.25,5008,999101,4940.0,5.012506243112558,4.9444450561054385
